  1.6800060E-01 	 2.0591390E-01 	 0.0000000E+00 	
  1.6356328E+00 	 2.1150867E-02 	 0.0000000E+00 	
  5.5513009E+00 	 6.2321162E-03 	 0.0000000E+00 	
  1.1918184E+01 	 2.9029338E-03 	 0.0000000E+00 	
  2.0739200E+01 	 1.6682947E-03 	 0.0000000E+00 	
  3.2017282E+01 	 1.0806789E-03 	 0.0000000E+00 	
  4.5755542E+01 	 7.5623085E-04 	 0.0000000E+00 	
  6.1956877E+01 	 5.5850380E-04 	 0.0000000E+00 	
  8.0624400E+01 	 4.2920577E-04 	 0.0000000E+00 	
  1.0176106E+02 	 3.4006928E-04 	 0.0000000E+00 	
  1.2536987E+02 	 2.7604055E-04 	 0.0000000E+00 	
  1.5145384E+02 	 2.2850873E-04 	 0.0000000E+00 	
  1.8001601E+02 	 1.9226004E-04 	 0.0000000E+00 	
  2.1105940E+02 	 1.6398817E-04 	 0.0000000E+00 	
  2.4458703E+02 	 1.4151448E-04 	 0.0000000E+00 	
  2.8060193E+02 	 1.2335613E-04 	 0.0000000E+00 	
  3.1910715E+02 	 1.0847557E-04 	 0.0000000E+00 	
  3.6010572E+02 	 9.6129255E-05 	 0.0000000E+00 	
  4.0360068E+02 	 8.5773046E-05 	 0.0000000E+00 	
  4.4959507E+02 	 7.7001345E-05 	 0.0000000E+00 	
  4.9809196E+02 	 6.9506829E-05 	 0.0000000E+00 	
  5.4909438E+02 	 6.3053205E-05 	 0.0000000E+00 	
  6.0260539E+02 	 5.7456388E-05 	 0.0000000E+00 	
  6.5862806E+02 	 5.2571247E-05 	 0.0000000E+00 	
  7.1716545E+02 	 4.8282122E-05 	 0.0000000E+00 	
  7.7822063E+02 	 4.4495918E-05 	 0.0000000E+00 	
  8.4179666E+02 	 4.1137030E-05 	 0.0000000E+00 	
  9.0789662E+02 	 3.8143537E-05 	 0.0000000E+00 	
  9.7652359E+02 	 3.5464338E-05 	 0.0000000E+00 	
  1.0476806E+03 	 3.3056962E-05 	 0.0000000E+00 	
  1.1213709E+03 	 3.0885870E-05 	 0.0000000E+00 	
